,fl_visit,place,ym
1016,0.0,Canyon_de_Chelly_NM,2016_01
1017,0.0,Canyon_de_Chelly_NM,2016_02
1018,0.0,Canyon_de_Chelly_NM,2016_03
1019,6.0,Canyon_de_Chelly_NM,2016_04
1020,1.0,Canyon_de_Chelly_NM,2016_05
1021,3.0,Canyon_de_Chelly_NM,2016_06
1022,1.0,Canyon_de_Chelly_NM,2016_07
1023,1.0,Canyon_de_Chelly_NM,2016_08
1024,9.0,Canyonlands_NP,2014_01
1025,11.0,Canyonlands_NP,2014_02
1026,23.0,Canyonlands_NP,2014_03
1027,36.0,Canyonlands_NP,2014_04
1028,52.0,Canyonlands_NP,2014_05
1029,21.0,Canyonlands_NP,2014_06
1030,25.0,Canyonlands_NP,2014_07
1031,28.0,Canyonlands_NP,2014_08
1032,30.0,Canyonlands_NP,2014_09
1033,33.0,Canyonlands_NP,2014_10
1034,19.0,Canyonlands_NP,2014_11
1035,9.0,Canyonlands_NP,2014_12
1036,6.0,Canyonlands_NP,2015_01
1037,20.0,Canyonlands_NP,2015_02
1038,27.0,Canyonlands_NP,2015_03
1039,22.0,Canyonlands_NP,2015_04
1040,40.0,Canyonlands_NP,2015_05
1041,20.0,Canyonlands_NP,2015_06
1042,14.0,Canyonlands_NP,2015_07
1043,28.0,Canyonlands_NP,2015_08
1044,34.0,Canyonlands_NP,2015_09
1045,32.0,Canyonlands_NP,2015_10
1046,17.0,Canyonlands_NP,2015_11
1047,3.0,Canyonlands_NP,2015_12
1048,4.0,Canyonlands_NP,2016_01
1049,6.0,Canyonlands_NP,2016_02
1050,16.0,Canyonlands_NP,2016_03
1051,25.0,Canyonlands_NP,2016_04
1052,27.0,Canyonlands_NP,2016_05
1053,21.0,Canyonlands_NP,2016_06
1054,12.0,Canyonlands_NP,2016_07
1055,13.0,Canyonlands_NP,2016_08
1056,4.0,Cape_Cod_NS,2014_01
1057,12.0,Cape_Cod_NS,2014_02
1058,10.0,Cape_Cod_NS,2014_03
1059,19.0,Cape_Cod_NS,2014_04
1060,30.0,Cape_Cod_NS,2014_05
1061,28.0,Cape_Cod_NS,2014_06
1062,27.0,Cape_Cod_NS,2014_07
1063,61.0,Cape_Cod_NS,2014_08
1064,58.0,Cape_Cod_NS,2014_09
1065,24.0,Cape_Cod_NS,2014_10
1066,11.0,Cape_Cod_NS,2014_11
1067,17.0,Cape_Cod_NS,2014_12
1068,3.0,Cape_Cod_NS,2015_01
1069,8.0,Cape_Cod_NS,2015_02
1070,9.0,Cape_Cod_NS,2015_03
1071,13.0,Cape_Cod_NS,2015_04
1072,27.0,Cape_Cod_NS,2015_05
1073,40.0,Cape_Cod_NS,2015_06
1074,54.0,Cape_Cod_NS,2015_07
1075,52.0,Cape_Cod_NS,2015_08
1076,52.0,Cape_Cod_NS,2015_09
1077,29.0,Cape_Cod_NS,2015_10
1078,19.0,Cape_Cod_NS,2015_11
1079,19.0,Cape_Cod_NS,2015_12
1080,19.0,Cape_Cod_NS,2016_01
1081,19.0,Cape_Cod_NS,2016_02
1082,22.0,Cape_Cod_NS,2016_03
1083,17.0,Cape_Cod_NS,2016_04
1084,24.0,Cape_Cod_NS,2016_05
1085,33.0,Cape_Cod_NS,2016_06
1086,33.0,Cape_Cod_NS,2016_07
1087,49.0,Cape_Cod_NS,2016_08
